# TO BE USED TO INSERT MODEL ANNOTATIONS IN METABOLIC ATLAS DATABASE
# for GENES ONLY
# annotations will be visible in the GEM browser pages and some can be used by the search engine
#
# some rules:
# this is a TAB separated file, thus TABs are not allowed in any field values
# each line added must have exactly 7 columns to be parsed properly
# do not modify the @ line
# column 'id' is mandatory, other columns are optional
# follow the max size limits
#
# columns description:
# column name        | description
# ---------------------------------------------
# name               | primary name/symbol of the gene
# alternate_name     | long name or full name of the gene
# aliases            | list of aliases, semi-colon separated values
# function           | text about the function, can describe multiple functions
# ec                 | EC code, semi-colon separated values
# catalytic_activity | text about the catalytic activity
#
@id	name	alternate_name	aliases	function	ec	catalytic_activity
ENSG00000154723	ATP5PF	ATP synthase peripheral stalk subunit F6	ATP5; ATP5A; ATP5J; ATPM; CF6			
ENSG00000154822	PLCL2	phospholipase C like 2	KIAA1092; PLCE2			
ENSG00000154914	USP43	ubiquitin specific peptidase 43	FLJ30626			
ENSG00000154928	EPHB1	EPH receptor B1	EPHT2; Hek6			
ENSG00000154930	ACSS1	acyl-CoA synthetase short chain family member 1	ACAS2L; AceCS2L; dJ568C11.3; MGC33843			
ENSG00000155016	CYP2U1	cytochrome P450 family 2 subfamily U member 1	SPG49			
ENSG00000155085	AK9	adenylate kinase 9	AKD1; AKD2; C6orf199; C6orf224; dJ70A9.1; FLJ25791; FLJ42177; MGC26954			
ENSG00000155093	PTPRN2	protein tyrosine phosphatase, receptor type N2	IA-2beta; ICAAR; KIAA0387; phogrin			
ENSG00000155097	ATP6V1C1	ATPase H+ transporting V1 subunit C1	ATP6C; ATP6D; VATC; Vma5			
ENSG00000155099	PIP4P2	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2	DKFZp762O076; TMEM55A			
ENSG00000155111	CDK19	cyclin dependent kinase 19	bA346C16.3; CDC2L6; CDK11; KIAA1028			
ENSG00000155189	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	FLJ11210; LPAAT-e; LPAAT-epsilon			
ENSG00000155252	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha	DKFZP761G1923; PI4KII; PIK42A			
ENSG00000155287	SLC25A28	solute carrier family 25 member 28	MRS3/4; MRS4L			
ENSG00000155313	USP25	ubiquitin specific peptidase 25	USP21			
ENSG00000155368	DBI	diazepam binding inhibitor, acyl-CoA binding protein	ACBD1; ACBP			
ENSG00000155380	SLC16A1	solute carrier family 16 member 1	MCT; MCT1			
ENSG00000155465	SLC7A7	solute carrier family 7 member 7	LPI; y+LAT-1			
ENSG00000155561	NUP205	nucleoporin 205	C7orf14; KIAA0225			
ENSG00000155657	TTN	titin	CMD1G; CMH9; CMPD4; FLJ32040; LGMD2J; MYLK5; TMD			
ENSG00000155660	PDIA4	protein disulfide isomerase family A member 4	ERP70; ERP72			
ENSG00000155827	RNF20	ring finger protein 20	BRE1; BRE1A; FLJ11189; FLJ20382; hBRE1; KAIA2779			
ENSG00000155850	SLC26A2	solute carrier family 26 member 2	DTD; DTDST			
ENSG00000155886	SLC24A2	solute carrier family 24 member 2	NCKX2			
ENSG00000155893	PXYLP1	2-phosphoxylose phosphatase 1	ACPL2; FLJ23751			
ENSG00000155897	ADCY8	adenylate cyclase 8	AC8; ADCY3; HBAC1			
ENSG00000156006	NAT2	N-acetyltransferase 2	AAC2			
ENSG00000156096	UGT2B4	UDP glucuronosyltransferase family 2 member B4	UGT2B11			
ENSG00000156110	ADK	adenosine kinase	AK			
ENSG00000156136	DCK	deoxycytidine kinase				
ENSG00000156194	PPEF2	protein phosphatase with EF-hand domain 2	PPP7CB			
ENSG00000156219	ART3	ADP-ribosyltransferase 3				
ENSG00000156222	SLC28A1	solute carrier family 28 member 1	CNT1			
ENSG00000156239	N6AMT1	N-6 adenine-specific DNA methyltransferase 1	C21orf127; HEMK2; MTQ2; N6AMT; PRED28			
ENSG00000156256	USP16	ubiquitin specific peptidase 16	Ubp-M			
ENSG00000156269	NAA11	N(alpha)-acetyltransferase 11, NatA catalytic subunit	ARD1B; ARD2; hARD2			
ENSG00000156345	CDK20	cyclin dependent kinase 20	CCRK; p42			
ENSG00000156411	ATP5MPL	ATP synthase membrane subunit 6.8PL	6.8PL; C14orf2; MLQ; MP68			
ENSG00000156413	FUT6	fucosyltransferase 6	FCT3A; FLJ40754; FT1A; FucT-VI			
ENSG00000156463	SH3RF2	SH3 domain containing ring finger 2	FLJ23654; Hepp1; POSHER; PPP1R39; RNF158			
ENSG00000156467	UQCRB	ubiquinol-cytochrome c reductase binding protein	QCR7; QP-C; UQBP; UQCR6			
ENSG00000156471	PTDSS1	phosphatidylserine synthase 1	KIAA0024; PSS1; PSSA			
ENSG00000156475	PPP2R2B	protein phosphatase 2 regulatory subunit Bbeta	B55beta; PR52B; PR55-BETA; SCA12			
ENSG00000156508	EEF1A1	eukaryotic translation elongation factor 1 alpha 1	EE1A1; EEF1A; EF1A; LENG7			
ENSG00000156510	HKDC1	hexokinase domain containing 1	FLJ22761; FLJ37767			
ENSG00000156515	HK1	hexokinase 1				
ENSG00000156587	UBE2L6	ubiquitin conjugating enzyme E2 L6	UBCH8			
ENSG00000156599	ZDHHC5	zinc finger DHHC-type containing 5	DHHC5; KIAA1748; ZNF375			
ENSG00000156650	KAT6B	lysine acetyltransferase 6B	Morf; MOZ2; MYST4; qkf; querkopf; ZC2HC6B			
ENSG00000156689	GLYATL2	glycine-N-acyltransferase like 2	BXMAS2-10; MGC24009			
ENSG00000156711	MAPK13	mitogen-activated protein kinase 13	p38delta; PRKM13; SAPK4			
ENSG00000156795	WDYHV1	WDYHV motif containing 1	C8orf32; FLJ10204			
ENSG00000156873	PHKG2	phosphorylase kinase catalytic subunit gamma 2				
ENSG00000156885	COX6A2	cytochrome c oxidase subunit 6A2				
ENSG00000156958	GALK2	galactokinase 2	GK2			
ENSG00000156966	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	beta3GnT7			
ENSG00000156970	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	Bub1A; BUBR1; MAD3L; SSK1			
ENSG00000156973	PDE6D	phosphodiesterase 6D	JBTS22			
ENSG00000156983	BRPF1	bromodomain and PHD finger containing 1	BR140			
ENSG00000157045	NTAN1	N-terminal asparagine amidase				
ENSG00000157064	NMNAT2	nicotinamide nucleotide adenylyltransferase 2	C1orf15; KIAA0479; PNAT2			
ENSG00000157087	ATP2B2	ATPase plasma membrane Ca2+ transporting 2	PMCA2			
ENSG00000157103	SLC6A1	solute carrier family 6 member 1	GABATHG; GABATR; GAT1			
ENSG00000157106	SMG1	SMG1, nonsense mediated mRNA decay associated PI3K related kinase	ATX; KIAA0421; LIP			
ENSG00000157184	CPT2	carnitine palmitoyltransferase 2	CPT1; CPTASE			
ENSG00000157326	DHRS4	dehydrogenase/reductase 4	FLJ11008; humNRDR; SCAD-SRL; SDR-SRL; SDR25C2			
ENSG00000157350	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	SIAT4B; ST3GalA.2; ST3GALII			
ENSG00000157353	FUK	fucokinase	FLJ39408			
ENSG00000157399	ARSE	arylsulfatase E	CDPX; CDPX1			
ENSG00000157404	KIT	KIT proto-oncogene receptor tyrosine kinase	C-Kit; CD117; PBT; SCFR			
ENSG00000157426	AASDH	aminoadipate-semialdehyde dehydrogenase	ACSF4; LYS2; NRPS998			
ENSG00000157540	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	DYRK; DYRK1; MNBH			
ENSG00000157593	SLC35B2	solute carrier family 35 member B2	UGTrel4			
ENSG00000157680	DGKI	diacylglycerol kinase iota	DGK-IOTA			
ENSG00000157764	BRAF	B-Raf proto-oncogene, serine/threonine kinase	BRAF1			
ENSG00000157765	SLC34A2	solute carrier family 34 member 2	NAPI-3B			
ENSG00000157881	PANK4	pantothenate kinase 4	FLJ10782			
ENSG00000158006	PAFAH2	platelet activating factor acetylhydrolase 2	HSD-PLA2			
ENSG00000158008	EXTL1	exostosin like glycosyltransferase 1	EXTL; MGC70794			
ENSG00000158019	BABAM2	BRISC and BRCA1 A complex member 2	BRCC4; BRCC45; BRE			
ENSG00000158022	TRIM63	tripartite motif containing 63	IRF; MURF-1; RNF28; SMRZ			
ENSG00000158050	DUSP2	dual specificity phosphatase 2	PAC-1			
ENSG00000158079	PTPDC1	protein tyrosine phosphatase domain containing 1	FLJ37312; PTP9Q22			
ENSG00000158089	GALNT14	polypeptide N-acetylgalactosaminyltransferase 14	FLJ12691; GalNac-T10; GalNac-T14			
ENSG00000158104	HPD	4-hydroxyphenylpyruvate dioxygenase	4-HPPD; 4HPPD; GLOD3; PPD			
ENSG00000158125	XDH	xanthine dehydrogenase	XO; XOR			
ENSG00000158161	EYA3	EYA transcriptional coactivator and phosphatase 3	DKFZp686C132			
ENSG00000158296	SLC13A3	solute carrier family 13 member 3	NADC3; SDCT2			
ENSG00000158402	CDC25C	cell division cycle 25C	CDC25; PPP1R60			
ENSG00000158467	AHCYL2	adenosylhomocysteinase like 2	KIAA0828			
ENSG00000158470	B4GALT5	beta-1,4-galactosyltransferase 5	beta4GalT-V			
ENSG00000158516	CPA2	carboxypeptidase A2				
ENSG00000158525	CPA5	carboxypeptidase A5				
ENSG00000158571	PFKFB1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	PFRX			
ENSG00000158578	ALAS2	5'-aminolevulinate synthase 2	ASB			
ENSG00000158623	COPG2	coatomer protein complex subunit gamma 2	2-COP			
ENSG00000158669	GPAT4	glycerol-3-phosphate acyltransferase 4	AGPAT6; DKFZp586M1819; LPAAT-zeta; TSARG7			
ENSG00000158716	DUSP23	dual specificity phosphatase 23	DUSP25; FLJ20442			
ENSG00000158786	PLA2G2F	phospholipase A2 group IIF				
ENSG00000158825	CDA	cytidine deaminase	CDD			
ENSG00000158828	PINK1	PTEN induced kinase 1	BRPK; PARK6			
ENSG00000158850	B4GALT3	beta-1,4-galactosyltransferase 3	beta4Gal-T3			
ENSG00000158864	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	CI-49			
ENSG00000158865	SLC5A11	solute carrier family 5 member 11	KST1; SGLT6; SMIT2			
ENSG00000158874	APOA2	apolipoprotein A2				
ENSG00000159063	ALG8	ALG8, alpha-1,3-glucosyltransferase	MGC2840			
ENSG00000159082	SYNJ1	synaptojanin 1	INPP5G; PARK20			
ENSG00000159131	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	GARS-AIRS-GART; PGFT; PRGS			
ENSG00000159199	ATP5MC1	ATP synthase membrane subunit c locus 1	ATP5G; ATP5G1			
ENSG00000159202	UBE2Z	ubiquitin conjugating enzyme E2 Z	FLJ13855; USE1			
ENSG00000159228	CBR1	carbonyl reductase 1	CBR; SDR21C1			
ENSG00000159231	CBR3	carbonyl reductase 3	SDR21C2			
ENSG00000159267	HLCS	holocarboxylase synthetase	HCS			
ENSG00000159322	ADPGK	ADP dependent glucokinase	ADP-GK; DKFZp434B195			
ENSG00000159337	PLA2G4D	phospholipase A2 group IVD	cPLA2delta			
ENSG00000159339	PADI4	peptidyl arginine deiminase 4	PAD; PADI5; PDI4; PDI5			
ENSG00000159348	CYB5R1	cytochrome b5 reductase 1	humb5R2; NQO3A2			
ENSG00000159398	CES5A	carboxylesterase 5A	CAUXIN; CES4C1; CES5; CES7; FLJ31547			
ENSG00000159399	HK2	hexokinase 2				
ENSG00000159423	ALDH4A1	aldehyde dehydrogenase 4 family member A1	ALDH4; P5CDh			
ENSG00000159433	STARD9	StAR related lipid transfer domain containing 9	KIAA1300; KIF16A			
ENSG00000159459	UBR1	ubiquitin protein ligase E3 component n-recognin 1				
ENSG00000159461	AMFR	autocrine motility factor receptor	gp78; RNF45			
ENSG00000159495	TGM7	transglutaminase 7	TGMZ			
ENSG00000159527	PGLYRP3	peptidoglycan recognition protein 3	PGLYRPIalpha; PGRP-Ialpha; PGRPIA			
ENSG00000159593	NAE1	NEDD8 activating enzyme E1 subunit 1	APP-BP1; APPBP1; ula-1			
ENSG00000159640	ACE	angiotensin I converting enzyme	ACE1; CD143; DCP1			
ENSG00000159650	UROC1	urocanate hydratase 1	FLJ31300; HMFN0320			
ENSG00000159692	CTBP1	C-terminal binding protein 1	BARS			
ENSG00000159714	ZDHHC1	zinc finger DHHC-type containing 1	C16orf1; HSU90653; ZNF377			
ENSG00000159720	ATP6V0D1	ATPase H+ transporting V0 subunit d1	ATP6D; ATP6DV; P39; VATX; Vma6; VPATPD			
ENSG00000159792	PSKH1	protein serine kinase H1				
ENSG00000159899	NPR2	natriuretic peptide receptor 2	AMDM; ANPb; ANPRB; GUCY2B; NPRB			
ENSG00000159921	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	IBM2; Uae1			
ENSG00000160014	CALM3	calmodulin 3	PHKD			
ENSG00000160075	SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase	HSPC182			
ENSG00000160087	UBE2J2	ubiquitin conjugating enzyme E2 J2	NCUBE2; Ubc6p			
ENSG00000160145	KALRN	kalirin RhoGEF kinase	ARHGEF24; DUET; duo; HAPIP; Hs.8004; Kalirin; TRAD			
ENSG00000160179	ABCG1	ATP binding cassette subfamily G member 1	ABC8			
ENSG00000160190	SLC37A1	solute carrier family 37 member 1				
ENSG00000160191	PDE9A	phosphodiesterase 9A				
ENSG00000160194	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	CI-10k			
ENSG00000160200	CBS	cystathionine-beta-synthase	HIP4			
ENSG00000160209	PDXK	pyridoxal kinase	C21orf124; C21orf97; FLJ21324; FLJ31940; MGC15873; PKH; PNK; PRED79			
ENSG00000160211	G6PD	glucose-6-phosphate dehydrogenase	G6PD1			
ENSG00000160216	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	LPAAT-gamma			
ENSG00000160226	CFAP410	cilia and flagella associated protein 410	A2; C21orf2; LRRC76; YF5			
ENSG00000160282	FTCD	formimidoyltransferase cyclodeaminase				
ENSG00000160285	LSS	lanosterol synthase	OSC			
ENSG00000160310	PRMT2	protein arginine methyltransferase 2	HRMT1L1; MGC111373			
ENSG00000160326	SLC2A6	solute carrier family 2 member 6	GLUT6; GLUT9; HSA011372			
ENSG00000160408	ST6GALNAC6	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	SIAT7F; ST6GALNACVI			
ENSG00000160439	RDH13	retinol dehydrogenase 13	SDR7C3			
ENSG00000160446	ZDHHC12	zinc finger DHHC-type containing 12	FLJ14524; ZNF400			
ENSG00000160447	PKN3	protein kinase N3	PKNbeta; UTDP4-1			
ENSG00000160469	BRSK1	BR serine/threonine kinase 1	KIAA1811			
ENSG00000160471	COX6B2	cytochrome c oxidase subunit 6B2	COXVIB2; CT59; FLJ32865			
ENSG00000160539	PLPP7	phospholipid phosphatase 7 (inactive)	C9orf67; FLJ14662; MGC12921; NET39; PPAPDC3			
ENSG00000160551	TAOK1	TAO kinase 1	FLJ14314; KIAA1361; MAP3K16; MARKK; PSK2; TAO1			
ENSG00000160584	SIK3	SIK family kinase 3	FLJ12240; KIAA0999; L19; QSK			
ENSG00000160602	NEK8	NIMA related kinase 8	NPHP9			
ENSG00000160688	FLAD1	flavin adenine dinucleotide synthetase 1	FAD1; PP591			
ENSG00000160714	UBE2Q1	ubiquitin conjugating enzyme E2 Q1	NICE-5; PRO3094; UBE2Q			
ENSG00000160752	FDPS	farnesyl diphosphate synthase				
ENSG00000160867	FGFR4	fibroblast growth factor receptor 4	CD334; JTK2			
ENSG00000160868	CYP3A4	cytochrome P450 family 3 subfamily A member 4	CYP3A3			
ENSG00000160870	CYP3A7	cytochrome P450 family 3 subfamily A member 7	CP37; P450-HFLA			
ENSG00000160882	CYP11B1	cytochrome P450 family 11 subfamily B member 1	CPN1; CYP11B; FHI; P450C11			
ENSG00000160883	HK3	hexokinase 3				
ENSG00000161013	MGAT4B	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B	GnT-Ivb			
ENSG00000161031	PGLYRP2	peptidoglycan recognition protein 2	PGLYRPL; PGRP-L; PGRPL; tagL; tagL-alpha; tagl-beta; TAGL-like			
ENSG00000161133	USP41	ubiquitin specific peptidase 41				
ENSG00000161217	PCYT1A	phosphate cytidylyltransferase 1, choline, alpha	CT; CTPCT; PCYT1			
ENSG00000161267	BDH1	3-hydroxybutyrate dehydrogenase 1	BDH; SDR9C1			
ENSG00000161281	COX7A1	cytochrome c oxidase subunit 7A1	COX7A; COX7AH			
ENSG00000161513	FDXR	ferredoxin reductase	ADXR			
ENSG00000161533	ACOX1	acyl-CoA oxidase 1	PALMCOX			
ENSG00000161653	NAGS	N-acetylglutamate synthase	AGAS; ARGA; NAT7			
ENSG00000161714	PLCD3	phospholipase C delta 3				
ENSG00000161798	AQP5	aquaporin 5				
ENSG00000161860	SYCE2	synaptonemal complex central element protein 2	CESC1			
ENSG00000161896	IP6K3	inositol hexakisphosphate kinase 3	IHPK3; INSP6K3			
ENSG00000161905	ALOX15	arachidonate 15-lipoxygenase	15-LOX-1			
ENSG00000161980	POLR3K	RNA polymerase III subunit K	RPC11			
ENSG00000162040	HS3ST6	heparan sulfate-glucosamine 3-sulfotransferase 6	HS3ST5			
ENSG00000162066	AMDHD2	amidohydrolase domain containing 2	CGI-14			
ENSG00000162104	ADCY9	adenylate cyclase 9	AC9			
ENSG00000162139	NEU3	neuraminidase 3				
ENSG00000162174	ASRGL1	asparaginase like 1	ALP; ALP1; FLJ22316			
ENSG00000162298	SYVN1	synoviolin 1	DER3; HRD1			
ENSG00000162302	RPS6KA4	ribosomal protein S6 kinase A4	MSK2; RSK-B			
ENSG00000162365	CYP4A22	cytochrome P450 family 4 subfamily A member 22				
ENSG00000162368	CMPK1	cytidine/uridine monophosphate kinase 1	CMPK; UMP-CMPK			
ENSG00000162383	SLC1A7	solute carrier family 1 member 7	EAAT5			
ENSG00000162390	ACOT11	acyl-CoA thioesterase 11	BFIT; BFIT1; KIAA0707; STARD14; THEA; THEM1			
ENSG00000162402	USP24	ubiquitin specific peptidase 24	KIAA1057			
ENSG00000162407	PLPP3	phospholipid phosphatase 3	LPP3; PAP-2b; PPAP2B			
ENSG00000162408	NOL9	nucleolar protein 9	FLJ23323; Grc3; NET6			
ENSG00000162409	PRKAA2	protein kinase AMP-activated catalytic subunit alpha 2	AMPK; AMPKa2; PRKAA			
ENSG00000162433	AK4	adenylate kinase 4	AK3; AK3L1			
ENSG00000162434	JAK1	Janus kinase 1	JAK1A; JAK1B; JTK3			
ENSG00000162482	AKR7A3	aldo-keto reductase family 7 member A3				
ENSG00000162496	DHRS3	dehydrogenase/reductase 3	RDH17; retSDR1; Rsdr1; SDR1; SDR16C1			
ENSG00000162526	TSSK3	testis specific serine kinase 3	SPOGA3; STK22C			
ENSG00000162551	ALPL	alkaline phosphatase, biomineralization associated	HOPS; TNALP; TNAP; TNSALP			
ENSG00000162571	TTLL10	tubulin tyrosine ligase like 10	FLJ36119; TTLL5			
ENSG00000162607	USP1	ubiquitin specific peptidase 1				
ENSG00000162623	TYW3	tRNA-yW synthesizing protein 3 homolog	C1orf171; FLJ40918			
ENSG00000162630	B3GALT2	beta-1,3-galactosyltransferase 2	beta3Gal-T2			
ENSG00000162688	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase				
ENSG00000162694	EXTL2	exostosin like glycosyltransferase 2				
ENSG00000162695	SLC30A7	solute carrier family 30 member 7	ZNT7; ZnTL2			
ENSG00000162733	DDR2	discoidin domain receptor tyrosine kinase 2	NTRKR3; TKT; TYRO10			
ENSG00000162813	BPNT1	3'(2'), 5'-bisphosphate nucleotidase 1				
ENSG00000162836	ACP6	acid phosphatase 6, lysophosphatidic	ACPL1; LPAP			
ENSG00000162851	TFB2M	transcription factor B2, mitochondrial	FLJ22661; FLJ23182; Hkp1			
ENSG00000162882	HAAO	3-hydroxyanthranilate 3,4-dioxygenase				
ENSG00000162885	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2	MGC39558			
ENSG00000162889	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2				
ENSG00000162999	DUSP19	dual specificity phosphatase 19	DUSP17; SKRP1			
ENSG00000163002	NUP35	nucleoporin 35	MP44			
ENSG00000163012	ZSWIM2	zinc finger SWIM-type containing 2	MEX; MGC33890; ZZZ2			
ENSG00000163082	SGPP2	sphingosine-1-phosphate phosphatase 2	FLJ39004; SPP2			
ENSG00000163106	HPGDS	hematopoietic prostaglandin D synthase	GSTS; GSTS1; GSTS1-1; H-PGDS; PGD2; PGDS			
ENSG00000163114	PDHA2	pyruvate dehydrogenase E1 alpha 2 subunit	PDHAL			
ENSG00000163131	CTSS	cathepsin S				
ENSG00000163162	RNF149	ring finger protein 149	FLJ90504			
ENSG00000163218	PGLYRP4	peptidoglycan recognition protein 4	PGLYRPIbeta; PGRP-Ibeta; PGRPIB; SBBI67			
ENSG00000163281	GNPDA2	glucosamine-6-phosphate deaminase 2	SB52			
ENSG00000163283	ALPP	alkaline phosphatase, placental	PALP; PLAP			
ENSG00000163286	ALPG	alkaline phosphatase, germ cell	ALPPL2; GCAP			
ENSG00000163295	ALPI	alkaline phosphatase, intestinal	IAP			
ENSG00000163344	PMVK	phosphomevalonate kinase	HUMPMKI; PMK; PMKA			
ENSG00000163349	HIPK1	homeodomain interacting protein kinase 1	KIAA0630; MGC26642; MGC33446; MGC33548; Myak; Nbak2			
ENSG00000163352	LENEP	lens epithelial protein	LEP503			
ENSG00000163389	POGLUT1	protein O-glucosyltransferase 1	9630046K23Rik; C3orf9; hCLP46; KDELCL1; KTELC1; MDS010; MDSRP; MGC32995; Rumi			
ENSG00000163393	SLC22A15	solute carrier family 22 member 15	FLIPT1			
ENSG00000163399	ATP1A1	ATPase Na+/K+ transporting subunit alpha 1				
ENSG00000163406	SLC15A2	solute carrier family 15 member 2	PEPT2			
ENSG00000163481	RNF25	ring finger protein 25	AO7; FLJ13906			
ENSG00000163482	STK36	serine/threonine kinase 36	FU; KIAA1278			
ENSG00000163513	TGFBR2	transforming growth factor beta receptor 2	MFS2; TBR-ii; TBRII			
ENSG00000163521	GLB1L	galactosidase beta 1 like	MGC10771			
ENSG00000163527	STT3B	STT3B, catalytic subunit of the oligosaccharyltransferase complex	FLJ90106; SIMP; STT3-B			
ENSG00000163541	SUCLG1	succinate-CoA ligase alpha subunit				
ENSG00000163545	NUAK2	NUAK family kinase 2	FLJ90349; SNARK			
ENSG00000163558	PRKCI	protein kinase C iota	DXS1179E; PKCI			
ENSG00000163581	SLC2A2	solute carrier family 2 member 2	GLUT2			
ENSG00000163586	FABP1	fatty acid binding protein 1	L-FABP			
ENSG00000163590	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent 1L	PP2CE			
ENSG00000163624	CDS1	CDP-diacylglycerol synthase 1				
ENSG00000163629	PTPN13	protein tyrosine phosphatase, non-receptor type 13	PTP-BAS; PTP-BL; PTP1E; PTPL1			
ENSG00000163631	ALB	albumin				
ENSG00000163644	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K	BDP; DKFZp761G058; hPTMP; PP2Ckappa; PP2Cm			
ENSG00000163655	GMPS	guanine monophosphate synthase	GATD7			
ENSG00000163659	TIPARP	TCDD inducible poly(ADP-ribose) polymerase	DDF1; DKFZP434J214; DKFZp686N0351; PARP-1; PARP-7; PARP7; pART14; RM1			
ENSG00000163684	RPP14	ribonuclease P/MRP subunit p14	P14			
ENSG00000163686	ABHD6	abhydrolase domain containing 6				
ENSG00000163719	MTMR14	myotubularin related protein 14	C3orf29; FLJ22405; FLJ90311; hEDTP; hJumpy			
ENSG00000163738	MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like	MGC72244			
ENSG00000163743	RCHY1	ring finger and CHY zinc finger domain containing 1	ARNIP; CHIMP; DKFZp586C1620; PIRH2; PRO1996; RNF199; ZCHY; ZNF363			
ENSG00000163751	CPA3	carboxypeptidase A3				
ENSG00000163754	GYG1	glycogenin 1	GYG			
ENSG00000163755	HPS3	HPS3, biogenesis of lysosomal organelles complex 2 subunit 1	BLOC2S1; SUTAL			
ENSG00000163785	RYK	receptor-like tyrosine kinase	D3S3195; JTK5; JTK5A; RYK1			
ENSG00000163788	SNRK	SNF related kinase	FLJ20224; HSNFRK; KIAA0096			
ENSG00000163803	PLB1	phospholipase B1	FLJ30866; PLB			
ENSG00000163810	TGM4	transglutaminase 4	TGP			
ENSG00000163812	ZDHHC3	zinc finger DHHC-type containing 3	DHHC3; GODZ; ZNF373			
ENSG00000163817	SLC6A20	solute carrier family 6 member 20	XT3; Xtrp3			
ENSG00000163864	NMNAT3	nicotinamide nucleotide adenylyltransferase 3	PNAT3			
ENSG00000163882	POLR2H	RNA polymerase II subunit H	RPB8			
ENSG00000163902	RPN1	ribophorin I	OST1			
ENSG00000163931	TKT	transketolase				
ENSG00000163932	PRKCD	protein kinase C delta				
ENSG00000163958	ZDHHC19	zinc finger DHHC-type containing 19	MGC33345			
ENSG00000163959	SLC51A	solute carrier family 51 alpha subunit	OSTalpha			
ENSG00000163964	PIGX	phosphatidylinositol glycan anchor biosynthesis class X	FLJ20522			
ENSG00000164023	SGMS2	sphingomyelin synthase 2	MGC26963; SMS2			
ENSG00000164039	BDH2	3-hydroxybutyrate dehydrogenase 2	DHRS6; FLJ13261; PRO20933; SDR15C1; UCPA-OR; UNQ6308			
ENSG00000164045	CDC25A	cell division cycle 25A				
ENSG00000164053	ATRIP	ATR interacting protein	FLJ12343; MGC20625; MGC21482; MGC26740			
ENSG00000164068	RNF123	ring finger protein 123	FLJ12565; KPC1			
ENSG00000164078	MST1R	macrophage stimulating 1 receptor	CD136; CDw136; PTK8; RON			
ENSG00000164086	DUSP7	dual specificity phosphatase 7	MKP-X; PYST2			
ENSG00000164088	PPM1M	protein phosphatase, Mg2+/Mn2+ dependent 1M	FLJ32332; PP2Ceta			
ENSG00000164089	ETNPPL	ethanolamine-phosphate phospho-lyase	AGXT2L1			
ENSG00000164100	NDST3	N-deacetylase and N-sulfotransferase 3	HSST3			
ENSG00000164116	GUCY1A1	guanylate cyclase 1 soluble subunit alpha 1	GC-SA3; GUC1A3; GUCY1A3			
ENSG00000164120	HPGD	15-hydroxyprostaglandin dehydrogenase	SDR36C1			
ENSG00000164134	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	FLJ13340; NARG1; NATH; TBDN100			
ENSG00000164169	PRMT9	protein arginine methyltransferase 9	FLJ46629; PRMT10			
ENSG00000164172	MOCS2	molybdenum cofactor synthesis 2	MOCO1; MOCS2A; MOCS2B			
ENSG00000164181	ELOVL7	ELOVL fatty acid elongase 7	FLJ23563			
